Id,SalePrice
1461,125691.655
1462,146296.2225
1463,180003.5125
1464,179052.675
1465,186750.5175
1466,177679.98
1467,169985.9575
1468,170050.865
1469,173628.3125
1470,123255.7925
1471,198739.3275
1472,96035.75
1473,98504.2625
1474,144783.125
1475,118908.28
1476,373141.085
1477,245424.545
1478,298122.58
1479,280065.1775
1480,467375.4975
1481,300826.285
1482,196669.1675
1483,176129.3925
1484,163484.935
1485,174035.9375
1486,192190.0875
1487,304326.8025
1488,228893.71
1489,204110.815
1490,212161.555
1491,186992.825
1492,97156.4825
1493,177620.65
1494,285129.78
1495,282087.3075
1496,227015.6775
1497,179548.4475
1498,152617.7125
1499,150484.2425
1500,160297.8625
1501,172993.5625
1502,155081.0625
1503,272968.55
1504,229094.2025
1505,211765.14
1506,173198.6675
1507,238415.6675
1508,183614.2425
1509,153018.9075
1510,145180.7625
1511,144519.375
1512,159659.7575
1513,144273.7125
1514,159054.645
1515,189562.345
1516,155921.6725
1517,146538.2825
1518,131470.01
1519,219583.7175
1520,134194.375
1521,138443.685
1522,161187.56
1523,113964.515
1524,119905.6975
1525,123473.9125
1526,124428.8475
1527,110423.1925
1528,124229.97
1529,139300.68
1530,162467.555
1531,139792.585
1532,101091.25
1533,140538.21
1534,117468.3425
1535,147720.85
1536,118189.635
1537,100385.4425
1538,151011.5475
1539,195173.32
1540,125436.1225
1541,138109.18
1542,136547.1275
1543,184299.7925
1544,85859.35
1545,105609.8175
1546,128051.365
1547,138266.875
1548,124434.4725
1549,114621.395
1550,142483.515
1551,121028.07
1552,157369.0675
1553,134757.065
1554,117159.145
1555,168442.82
1556,99765.0025
1557,112901.885
1558,98959.3825
1559,117568.945
1560,145389.735
1561,151355.065
1562,124168.31
1563,122258.035
1564,158267.705
1565,152550.615
1566,223183.6475
1567,86613.2825
1568,208404.06
1569,157119.1425
1570,137237.495
1571,129659.9275
1572,137316.005
1573,238027.7975
1574,124622.9375
1575,209763.1975
1576,229649.71
1577,191817.7225
1578,139515.585
1579,140312.4875
1580,182918.04
1581,139760.6525
1582,122465.615
1583,314122.2275
1584,231627.55
1585,138049.17
1586,83684.9625
1587,107232.015
1588,140738.9325
1589,106106.4525
1590,128355.4275
1591,100868.625
1592,132462.1275
1593,117957.655
1594,133447.975
1595,121363.555
1596,212266.895
1597,161695.95
1598,180924.0225
1599,175453.7825
1600,183985.52
1601,80994.7275
1602,113560.215
1603,93442.9725
1604,266573.5375
1605,246226.4625
1606,163445.5275
1607,165690.8075
1608,212899.215
1609,193650.9475
1610,162139.6875
1611,147217.63
1612,174893.69
1613,176084.3775
1614,124195.475
1615,90986.03
1616,85792.1975
1617,92179.465
1618,122638.335
1619,128978.81
1620,177821.9975
1621,137855.2025
1622,138800.8425
1623,270352.7325
1624,212645.79
1625,120353.9175
1626,166942.8275
1627,183156.7625
1628,262261.63
1629,173311.445
1630,325620.58
1631,199661.515
1632,233992.12
1633,170556.9575
1634,183708.525
1635,176017.1725
1636,162393.2475
1637,181391.335
1638,189654.8
1639,180589.1025
1640,230167.8475
1641,178361.88
1642,222649.9125
1643,220382.57
1644,219612.46
1645,182656.4375
1646,153457.1875
1647,156200.5125
1648,136995.3075
1649,134351.815
1650,120654.5325
1651,122309.8675
1652,93416.5
1653,96724.84
1654,151417.725
1655,143870.005
1656,144308.875
1657,149786.4425
1658,150790.74
1659,123641.67
1660,150635.8125
1661,441758.4575
1662,355466.3275
1663,376020.4175
1664,464140.0275
1665,316878.605
1666,325964.5475
1667,339025.875
1668,333669.7225
1669,294528.73
1670,344591.7
1671,253810.1375
1672,445785.665
1673,288882.7025
1674,241231.9075
1675,188762.4125
1676,186694.5325
1677,209038.685
1678,470126.5775
1679,379717.03
1680,330846.9525
1681,260203.7175
1682,298377.5225
1683,182922.8725
1684,169479.97
1685,171551.6225
1686,164158.6225
1687,166577.495
1688,184663.775
1689,183806.9275
1690,180594.7375
1691,174654.1325
1692,252431.76
1693,165817.3
1694,179634.5675
1695,167042.75
1696,262392.98
1697,166744.1775
1698,322554.9075
1699,315024.52
1700,236261.4875
1701,252262.74
1702,247117.8975
1703,253121.4625
1704,284273.465
1705,227096.6975
1706,432268.5625
1707,217974.1675
1708,212594.3675
1709,258375.875
1710,219475.495
1711,265490.93
1712,258164.6475
1713,277463.8325
1714,213101.0475
1715,199809.3075
1716,174368.955
1717,159666.8175
1718,123045.96
1719,198935.8675
1720,238602.23
1721,155675.9425
1722,116229.7725
1723,154342.6025
1724,210480.76
1725,223785.48
1726,189193.985
1727,167674.65
1728,183227.1675
1729,159421.2225
1730,149876.7625
1731,122410.22
1732,128608.2575
1733,119210.5425
1734,128012.4175
1735,129603.0475
1736,116380.475
1737,307567.2625
1738,204156.09
1739,276755.7975
1740,224860.05
1741,184688.68
1742,171834.7275
1743,175921.375
1744,292219.9575
1745,204339.0425
1746,225632.67
1747,194720.6675
1748,205315.7275
1749,159473.24
1750,138242.0975
1751,204518.2825
1752,118597.75
1753,145448.2425
1754,183998.495
1755,166080.8675
1756,126520.84
1757,117895.53
1758,150683.485
1759,164543.5325
1760,154784.855
1761,148872.5875
1762,175914.015
1763,166234.4825
1764,116911.805
1765,164803.36
1766,169629.2775
1767,200019.86
1768,137630.925
1769,158119.0175
1770,139912.55
1771,128981.9375
1772,127890.6775
1773,138603.645
1774,140479.62
1775,129465.8025
1776,122959.0325
1777,111802.495
1778,130378.1125
1779,117969.1825
1780,165869.1775
1781,126373.475
1782,101136.3825
1783,131985.3525
1784,105008.7325
1785,116908.3925
1786,156804.0175
1787,155827.2775
1788,68471.875
1789,96837.0325
1790,96199.495
1791,174961.895
1792,148923.59
1793,144418.655
1794,136355.075
1795,132795.475
1796,130115.125
1797,119921.575
1798,122344.25
1799,110659.8375
1800,125770.2825
1801,127011.6
1802,136381.5925
1803,146673.095
1804,137469.2125
1805,132861.75
1806,114150.9725
1807,135176.4575
1808,122508.0725
1809,118925.58
1810,147066.0025
1811,110758.3075
1812,102364.675
1813,121077.53
1814,96396.3175
1815,71216.61
1816,101675.7275
1817,133126.7225
1818,137489.435
1819,123088.085
1820,82032.64
1821,115723.3625
1822,147424.7625
1823,63913.6675
1824,129550.76
1825,142895.985
1826,105152.875
1827,109186.185
1828,135763.915
1829,116883.7225
1830,132705.1
1831,143695.7875
1832,121663.4425
1833,140697.575
1834,128445.4375
1835,138645.9925
1836,123700.325
1837,97139.265
1838,131321.2275
1839,97764.88
1840,173599.8025
1841,139507.44
1842,98611.3175
1843,139999.7675
1844,137509.6275
1845,147569.5475
1846,150907.195
1847,167489.6575
1848,66714.0125
1849,116406.96
1850,123520.4625
1851,153551.4
1852,127528.105
1853,134034.0075
1854,162089.88
1855,161177.235
1856,212850.5325
1857,179118.8725
1858,143198.1425
1859,117557.8425
1860,146058.2
1861,116933.4175
1862,283493.9625
1863,275138.455
1864,275138.455
1865,338059.44
1866,328030.9325
1867,232997.8575
1868,289448.2775
1869,197066.2875
1870,229551.095
1871,245790.2825
1872,170656.89
1873,221549.47
1874,136151.8125
1875,199506.2525
1876,189999.31
1877,207393.67
1878,206781.19
1879,127869.8575
1880,132321.4325
1881,239232.89
1882,242970.335
1883,190620.1625
1884,203381.475
1885,248716.8175
1886,279108.8475
1887,203539.5025
1888,268180.7075
1889,165493.755
1890,129131.2625
1891,141296.335
1892,109709.705
1893,128552.1525
1894,131526.3175
1895,145052.84
1896,126853.28
1897,128773.2475
1898,119574.64
1899,141375.66
1900,133101.695
1901,161333.475
1902,136358.1825
1903,186818.3525
1904,134018.02
1905,182111.9775
1906,154403.265
1907,192586.7925
1908,117425.6575
1909,132751.54
1910,121848.125
1911,191781.33
1912,271068.945
1913,147774.745
1914,73979.01
1915,338644.185
1916,78799.165
1917,246705.5825
1918,134444.4875
1919,155193.7925
1920,172212.22
1921,386972.6775
1922,323284.1675
1923,191297.835
1924,217405.425
1925,210915.8525
1926,373148.7025
1927,131558.4475
1928,157108.0675
1929,122087.2325
1930,135383.93
1931,145100.5525
1932,138855.26
1933,174197.375
1934,177632.26
1935,170859.86
1936,185810.42
1937,176916.275
1938,173302.2775
1939,248508.51
1940,185783.535
1941,174973.4075
1942,181556.1875
1943,190656.81
1944,322176.2825
1945,351928.555
1946,164810.205
1947,305601.6375
1948,173334.7625
1949,236838.085
1950,170382.385
1951,237802.925
1952,210395.8825
1953,160112.6175
1954,184850.175
1955,127891.2075
1956,268310.1
1957,162491.08
1958,296196.455
1959,139104.3425
1960,114571.4225
1961,118714.9375
1962,95157.0
1963,103637.0225
1964,113449.885
1965,140776.805
1966,137292.7225
1967,285132.4725
1968,396303.6125
1969,375612.4575
1970,406707.015
1971,410784.495
1972,349633.0875
1973,265126.5175
1974,321656.3275
1975,466558.9925
1976,271795.02
1977,355807.925
1978,345010.875
1979,331373.765
1980,192814.1725
1981,339739.215
1982,225861.205
1983,213624.0425
1984,164196.7375
1985,207761.52
1986,206207.4875
1987,171837.5125
1988,175703.57
1989,182332.42
1990,211698.525
1991,216353.6775
1992,208095.1675
1993,169724.285
1994,234456.1075
1995,177341.4225
1996,248175.6725
1997,310807.1725
1998,334103.5175
1999,251322.16
2000,284375.2575
2001,263240.8175
2002,233141.31
2003,253482.4075
2004,267352.9225
2005,226975.06
2006,218806.6975
2007,243598.0925
2008,204094.8625
2009,191270.995
2010,186802.8075
2011,126698.2875
2012,174927.57
2013,179878.26
2014,186916.0975
2015,192507.0175
2016,194527.615
2017,195562.5875
2018,127154.7675
2019,129183.1575
2020,116913.35
2021,112639.4175
2022,171799.1825
2023,148948.425
2024,233563.025
2025,314839.305
2026,179129.63
2027,153931.5325
2028,149916.71
2029,174717.57
2030,264595.4575
2031,219217.8975
2032,243618.0525
2033,252813.16
2034,165631.4425
2035,206318.275
2036,176579.0725
2037,182585.7175
2038,277092.03
2039,213252.995
2040,307208.91
2041,264763.4225
2042,201518.325
2043,161010.3125
2044,170670.0575
2045,202717.5475
2046,137862.195
2047,145636.6975
2048,130778.86
2049,136594.7125
2050,167009.2175
2051,108945.355
2052,129898.01
2053,137474.5125
2054,92022.325
2055,153065.13
2056,136547.795
2057,122949.0475
2058,213731.25
2059,137409.2225
2060,153277.925
2061,168904.875
2062,132366.125
2063,114635.3675
2064,136348.6275
2065,116403.0175
2066,173863.68
2067,142775.48
2068,140119.775
2069,88103.595
2070,106013.2875
2071,104298.62
2072,141638.36
2073,138460.7925
2074,169070.255
2075,139929.3025
2076,119592.615
2077,141398.3125
2078,126150.875
2079,130390.25
2080,113526.19
2081,122116.92
2082,132485.3375
2083,136134.955
2084,109800.49
2085,128177.41
2086,126941.885
2087,121268.8625
2088,106550.77
2089,91098.78
2090,127831.86
2091,122968.515
2092,131690.635
2093,127987.34
2094,111718.7125
2095,147264.5925
2096,90221.7075
2097,95871.3475
2098,142730.7875
2099,67172.2475
2100,114443.31
2101,127118.485
2102,131084.5525
2103,109022.8475
2104,129762.31
2105,120157.6725
2106,85412.3975
2107,210271.2675
2108,120112.58
2109,116777.24
2110,132503.3325
2111,138201.6325
2112,141227.2625
2113,120155.6775
2114,115260.645
2115,148684.755
2116,122181.445
2117,142599.56
2118,127882.385
2119,109920.16
2120,120190.8775
2121,97101.2225
2122,110464.4675
2123,94106.36
2124,165827.2725
2125,131583.415
2126,146821.68
2127,146741.5225
2128,127018.42
2129,100147.895
2130,142678.135
2131,158122.205
2132,113081.0575
2133,122197.51
2134,126667.735
2135,104904.9275
2136,95415.5075
2137,118515.535
2138,132722.935
2139,146792.1575
2140,131516.775
2141,142079.94
2142,131200.6175
2143,139918.0425
2144,124022.725
2145,130794.4575
2146,150558.4125
2147,164684.7875
2148,126326.0075
2149,139276.805
2150,208883.9225
2151,113916.105
2152,175500.0575
2153,155098.81
2154,105318.5275
2155,129887.445
2156,250806.2275
2157,228587.7475
2158,225609.2075
2159,204043.4475
2160,168222.21
2161,245079.77
2162,403800.5275
2163,355766.025
2164,251891.425
2165,183238.99
2166,141874.9125
2167,199000.6025
2168,197501.6825
2169,192805.1375
2170,211734.27
2171,143506.5275
2172,135262.805
2173,159334.51
