Id,SalePrice
1461,121703.79
1462,152270.06
1463,172171.22
1464,178880.9
1465,190060.1
1466,162355.86
1467,181038.62
1468,159424.7
1469,169027.25
1470,118264.78
1471,199927.06
1472,94364.6
1473,98074.516
1474,150719.12
1475,115370.02
1476,360993.97
1477,240981.84
1478,285619.4
1479,268563.66
1480,555703.0
1481,273701.4
1482,201146.36
1483,158998.38
1484,153613.55
1485,173453.45
1486,184194.42
1487,332470.72
1488,231008.02
1489,209821.1
1490,226537.05
1491,172001.45
1492,90830.56
1493,187377.42
1494,298420.25
1495,276911.6
1496,238450.47
1497,179445.78
1498,161091.61
1499,158135.84
1500,158130.08
1501,175289.03
1502,144419.58
1503,275267.16
1504,223461.33
1505,217559.16
1506,182617.53
1507,216094.23
1508,183286.3
1509,154481.34
1510,136512.14
1511,135923.92
1512,168671.72
1513,139896.38
1514,170195.97
1515,185762.88
1516,148758.23
1517,155052.1
1518,125858.36
1519,217165.48
1520,128171.31
1521,128707.71
1522,175606.56
1523,103620.375
1524,121239.1
1525,120695.414
1526,115836.53
1527,101883.66
1528,129577.84
1529,139551.19
1530,162603.97
1531,107609.48
1532,99893.914
1533,137157.73
1534,111342.016
1535,143908.16
1536,112803.32
1537,83374.56
1538,143506.86
1539,191676.06
1540,99891.49
1541,149127.03
1542,143191.7
1543,202214.17
1544,80088.79
1545,95257.52
1546,134133.31
1547,134283.53
1548,130960.83
1549,113558.97
1550,145791.75
1551,111500.91
1552,137630.73
1553,144363.52
1554,111594.44
1555,162988.58
1556,89556.13
1557,107491.03
1558,91693.1
1559,109461.664
1560,136613.5
1561,141326.62
1562,122782.195
1563,117701.21
1564,143541.75
1565,138137.45
1566,234043.66
1567,68840.05
1568,211521.78
1569,139773.64
1570,138006.72
1571,129222.5
1572,140752.67
1573,246295.92
1574,113503.25
1575,215785.39
1576,223412.77
1577,188782.25
1578,151178.61
1579,138452.2
1580,182149.75
1581,149709.83
1582,123611.33
1583,328327.16
1584,207560.16
1585,142409.3
1586,57576.1
1587,94263.695
1588,139420.12
1589,92247.78
1590,130813.79
1591,90856.68
1592,124812.945
1593,126910.08
1594,140941.12
1595,102576.055
1596,209910.03
1597,169221.69
1598,194090.23
1599,179636.61
1600,181790.25
1601,71573.42
1602,116672.41
1603,93415.64
1604,264683.62
1605,250716.78
1606,161722.36
1607,164498.95
1608,201722.58
1609,189311.92
1610,146937.44
1611,135881.22
1612,147832.34
1613,156573.78
1614,126957.7
1615,82806.32
1616,74087.31
1617,92398.81
1618,125281.19
1619,129818.27
1620,140262.05
1621,128563.23
1622,130584.32
1623,280323.0
1624,206883.88
1625,126990.28
1626,160102.42
1627,185270.53
1628,266370.84
1629,166838.23
1630,330027.53
1631,220221.78
1632,231291.11
1633,166812.75
1634,176258.58
1635,164168.94
1636,155062.08
1637,169482.94
1638,184160.94
1639,173631.97
1640,248120.83
1641,176189.7
1642,217275.9
1643,220881.56
1644,215345.53
1645,188880.94
1646,152871.02
1647,153250.83
1648,124947.72
1649,136513.38
1650,109851.8
1651,120057.26
1652,96206.984
1653,94412.82
1654,140242.16
1655,140707.73
1656,144433.4
1657,140807.52
1658,148232.89
1659,121110.266
1660,146012.19
1661,471138.78
1662,369106.7
1663,370767.88
1664,507710.66
1665,300011.78
1666,327617.84
1667,359887.53
1668,335912.66
1669,285125.56
1670,331783.34
1671,253872.9
1672,486335.03
1673,273540.8
1674,240189.06
1675,182535.38
1676,185421.83
1677,210639.66
1678,467505.62
1679,391452.6
1680,308296.72
1681,262527.44
1682,310862.88
1683,167163.44
1684,164763.56
1685,163737.95
1686,161836.64
1687,166265.1
1688,178134.98
1689,178922.17
1690,176888.55
1691,168132.48
1692,258322.03
1693,161625.31
1694,176440.98
1695,163834.67
1696,261547.9
1697,175309.97
1698,334247.88
1699,319525.97
1700,230937.78
1701,240016.42
1702,245433.12
1703,239447.16
1704,278442.7
1705,226456.44
1706,461681.72
1707,211905.6
1708,202804.72
1709,260374.7
1710,230820.08
1711,266093.62
1712,245353.05
1713,268597.9
1714,211658.81
1715,201860.98
1716,175729.47
1717,164527.58
1718,124977.01
1719,182326.84
1720,236504.69
1721,154456.62
1722,121654.06
1723,149038.02
1724,211697.92
1725,218143.55
1726,185443.06
1727,151178.56
1728,169524.56
1729,159785.78
1730,149912.42
1731,110998.414
1732,123788.35
1733,116580.734
1734,120856.5
1735,127084.7
1736,112787.92
1737,325626.66
1738,193658.72
1739,273677.3
1740,204440.22
1741,185833.22
1742,171978.53
1743,177047.12
1744,296696.72
1745,186092.44
1746,210991.7
1747,206135.48
1748,214138.94
1749,143743.81
1750,120346.21
1751,219972.61
1752,119300.086
1753,143124.9
1754,182691.12
1755,169310.42
1756,122214.266
1757,119894.67
1758,150030.48
1759,162087.94
1760,152022.75
1761,135173.0
1762,170742.95
1763,166001.08
1764,109887.33
1765,169380.25
1766,178972.81
1767,219918.16
1768,138740.34
1769,176930.23
1770,141590.1
1771,115139.85
1772,121401.4
1773,123752.65
1774,124490.0
1775,130134.65
1776,125232.03
1777,111173.6
1778,131201.17
1779,115560.73
1780,169127.84
1781,127980.586
1782,87670.99
1783,140084.03
1784,97564.4
